"REG_MEAS_ID"	"REG_MEAS_TYPE"	"WDID"	"RECEIVED_DATE"	"PROCESSED_DATE"	"TERMINATION_DATE"	"STATUS_CODE_NAME"	"STATUS_DATE"	"REGION"	"COUNTY_CODE"	"FACILITY_NAME"	"PLACE_SIZE"	"PLACE_SIZE_UNIT"	"FACILITY_ADDRESS"	"FACILITY_CITY"	"FACILITY_STATE"	"FACILITY_ZIP"	"FACILITY_COUNTY"	"FACILITY_CONTACT_NAME"	"FACILITY_CONTACT_TITLE"	"FACILITY_CONTACT_PHONE"	"FACILITY_CONTACT_PHONE_EXT"	"FACILITY_CONTACT_EMAIL"	"OPERATOR_NAME"	"OPERATOR_ADDRESS"	"OPERATOR_CITY"	"OPERATOR_STATE"	"OPERATOR_ZIP"	"OPERATOR_CONTACT_NAME"	"OPERATOR_CONTACT_TITLE"	"OPERATOR_CONTACT_PHONE"	"OPERATOR_CONTACT_PHONE_EXT"	"OPERATOR_CONTACT_EMAIL"	"OPERATOR_TYPE"	"DEVELOPER_NAME"	"DEVELOPER_ADDRESS"	"DEVELOPER_CITY"	"DEVELOPER_STATE"	"DEVELOPER_ZIP"	"DEVELOPER_CONTACT_NAME"	"DEVELOPER_CONTACT_TITLE"	"CONSTYPE_LINEAR_UTILITY_IND"	"EMERGENCY_PHONE_NO"	"EMERGENCY_PHONE_EXT"	"CONSTYPE_ABOVE_GROUND_IND"	"CONSTYPE_BELOW_GROUND_IND"	"CONSTYPE_CABLE_LINE_IND"	"CONSTYPE_COMM_LINE_IND"	"CONSTYPE_COMMERTIAL_IND"	"CONSTYPE_ELECTRICAL_LINE_IND"	"CONSTYPE_GAS_LINE_IND"	"CONSTYPE_INDUSTRIAL_IND"	"CONSTYPE_OTHER_DESRIPTION"	"CONSTYPE_OTHER_IND"	"CONSTYPE_RECONS_IND"	"CONSTYPE_RESIDENTIAL_IND"	"CONSTYPE_TRANSPORT_IND"	"CONSTYPE_UTILITY_DESCRIPTION"	"CONSTYPE_UTILITY_IND"	"CONSTYPE_WATER_SEWER_IND"	"DIR_DISCHARGE_USWATER_IND"	"RECEIVING_WATER_NAME"	"CERTIFIER_NAME"	"CERTIFIER_TITLE"	"CERTIFICATION_DATE"	"PRIMARY_SIC"	"SECONDARY_SIC"	"TERTIARY_SIC"	"DateTimeEntered"
411953.00	"Industrial"	"9 30I023020"	2/14/2011 0:00:00	2/14/2011 0:00:00		"Terminated"	2/25/2016 0:00:00	9.00	30.00	"Mad Mikes Motorcycles "	1540.00	"SqFt"	" 944 Calle Amanecer Ste J"	"San Clemente"	"California"	92673.00	"Orange"	"Michael Conran"		"760-390-8804"			"Michael Conran"	" 944 Calle Amanecer Ste J"	"San Clemente"	"California"	92673.00	"Michael Conran"		"760-390-8804"			"Private Business"		" "		"California"		" "																					"N"	"Pacific Ocean"				"5015-Motor Vehicle Parts, Used"			8/14/2017 12:48:38
412369.00	"Industrial"	"9 30I023036"	2/25/2011 0:00:00	2/25/2011 0:00:00		"Terminated"	2/25/2016 0:00:00	9.00	30.00	"Barts Iron Design"	6500.00	"SqFt"	" 25825 Las Vegas Ave"	"Capistrano Beach"	"California"	92624.00	"Orange"	"Kim Pickering"		"949-496-9396"			"Robert Pickering"										"Private Individual"		" "		"California"		" "																					"N"	"Ocean"				"3441-Fabricated Structural Metal"			8/14/2017 12:48:38
417248.00	"Industrial"	"9 30I023244"	7/18/2011 0:00:00	7/18/2011 0:00:00		"Active"	7/18/2011 0:00:00	9.00	30.00	"Plant 2A Operation Facility"	11.50	"Acres"	" 26161 Gordon Rd"	"Laguna Hills"	"California"	92653.00	"Orange"	"Ronin Goodall"	"Superintendent of Operations"	"949-425-3586"		"rgoodall@mnwd.com"	"Moulton Niguel Water Dist"	" 27500 La Paz Rd"	"Laguna Niguel"	"California"	92677.00	"Ronin Goodall"	"Superintendent of Operations"	"949-425-3586"		"rgoodall@mnwd.com"	"Special District"		" "		"California"		" "			"949-795-6776"																		"N"	"Aliso Creek"	"Ronin Goodall"	"Director of Engineering and Operations"	"21-JUN-17 08.15.18.419000 AM"	"4952-Sewerage Systems"			8/14/2017 12:48:38
421747.00	"Industrial"	"9 30I023429"	12/5/2011 0:00:00	12/5/2011 0:00:00		"Active"	12/5/2011 0:00:00	9.00	30.00	"Kelpac Medical"	64000.00	"SqFt"	" 1000 Calle Recodo"	"San Clemente"	"California"	92673.00	"Orange"	"Manuel Contreras"	"Manufacturing Engineer"	"949-366-5087"		"mcontreras@kelpacmedical.com"	"Kelpac Medical"	" 1000 Calle Recodo"	"San Clemente"	"California"	92673.00	"Manuel Contreras"	"Manufacturing Engineer"	"949-366-5087"		"mcontreras@kelpacmedical.con"	"Private Business"		" "		"California"		" "																					"N"	"SAN MATEO CREEK"	"Manuel Contreras"	"Manufacturing Engineer"	"24-FEB-15 10.04.04.893000 AM"	"3089-Plastics Products, NEC"			8/14/2017 12:48:38
430097.00	"Industrial"	"9 30I023781"	8/13/2012 0:00:00	8/13/2012 0:00:00	7/30/2013 0:00:00	"Terminated"	7/30/2013 0:00:00	9.00	30.00	"Premier Silica LLC"	1173.00	"Acres"	" 31302 Ortega Hwy"	"San Juan Capistrano"	"California"	92675.00	"Orange"	"Ruben Bernal"		"949-728-0171"			"Premier Silica LLC"	" 5205 N O Connor Blvd Ste 200"	"Irving"	"Texas"	75039.00	"Ruben Bernal"		"949-728-0171"			"Private Business"		" "		"California"		" "																										"1446-Industrial Sand"			8/14/2017 12:48:37
431250.00	"Industrial"	"9 30I023824"	9/18/2012 0:00:00	9/18/2012 0:00:00		"Active"	9/18/2012 0:00:00	9.00	30.00	"Pickering Properties LLC"	1.50	"Acres"	" 25802 Victoria Blvd"	"Dana Point"	"California"	92624.00	"Orange"	"Robert Pickering"	"Property Manager"	"949-496-1548"		"marinecenter@cool-properties.com"	"Pickering Properties LLC"	" 1825 E Northern Ave"	"Phoenix"	"Arizona"	85020.00	"Tim Pickering"	"Managing Member"	"602-230-0333"		"tim@intellimed.com"	"Private Business"		" "		"Arizona"		" "			"602-230-0333"	"0"																	"N"	"San Juan Creek"	"Robert Pickering"	"Property Manager"	"16-JUN-15 10.41.55.645000 AM"	"3732-Boat  Building and Repairing"			8/14/2017 12:48:38
434982.00	"Industrial"	"9 30I024079"	2/13/2013 0:00:00	2/13/2013 0:00:00		"Active"	2/13/2013 0:00:00	9.00	30.00	"Lapeyre Industrial Sands Inc"	1200.00	"Acres"	" 31302 Ortega Hwy"	"San Juan Capistrano"	"California"	92675.00	"Orange"	"Brad  Jarrard"	"Plant Manager"	"949-728-0171"		"brad.jarrard@lapeyresand.com"	"Lapeyre Industrial Sands Inc"	" 31302 Ortega Highway"	"San Juan Capistrano"	"California"	92675.00	"Brad Jarrard"	"Plant Manager"	"626-786-8127"		"brad.jarrard@lapeyresand.com"	"Private Business"		" "		"California"		" "			"626-786-8127"																		"N"	"Trampas Canyon to San Juan Creek to Pacific Ocean"	"Brad Jarrard"	"Plant Manager"	"18-JUN-15 02.39.18.876000 PM"	"1446-Industrial Sand"			8/14/2017 12:48:38
441115.00	"Industrial"	"9 30I024451"	9/9/2013 0:00:00	9/9/2013 0:00:00		"Active"	1/6/2016 0:00:00	9.00	30.00	"Greenstone Materials Inc"	5.30	"Acres"	" 31507 Ortega Hwy"	"San Juan Capistrano"	"California"	92675.00	"Orange"	"Greg Griffith"		"949-682-6090"			"Greenstone Materials Inc"	" PO Box 568"	"San Juan Capistrano"	"California"	92693.00	"Greg Griffith"		"949-682-6090"			"Private Business"		" "		"California"		" "																					"N"	"San Juan Creek"	"Rich Holt"	"Owner"	"06-JAN-16 04.43.03.083000 PM"	"3272-Concrete Products, Except Block and Brick"	"3281-Cut Stone and Stone Products"		8/14/2017 12:48:38
441280.00	"Industrial"	"9 30I024472"	9/16/2013 0:00:00	9/16/2013 0:00:00		"Active"	9/16/2013 0:00:00	9.00	30.00	"Olsen Pavingstone Inc"	9.70	"Acres"	" 31511 Ortega Hwy"	"San Juan Capistrano"	"California"	92693.00	"Orange"	"Tim Gallaugher"		"949-728-0415"		"timgallaugher@sbcglobal.net"	"Pernille Olsen"	" P O Box 1330"	"San Juan Capistrano"	"California"	92693.00	"Pernille Olsen"	"Owner"	"949-728-7231"			"Private Business"		" "		"California"		" "			"949-413-3202"																		"N"	"San Juan Creek"	"tim gallaugher"	"operations manager"	"22-JUN-15 12.24.40.004000 PM"	"3271-Concrete Block and Brick"			8/14/2017 12:48:38
456580.00	"Industrial"	"9 30I025663"	6/24/2015 0:00:00	6/24/2015 0:00:00		"Active"	6/24/2015 0:00:00	9.00	30.00	"Flavorchem Corporation"	140899.00	"SqFt"	" 271 Calle Pintoresco"	"San Clemente"	"California"	92672.00	"Orange"	"Baron  Zachary"	"General Manager"	"949-369-7900"	"29"	"bzachary@flavorchem.com"	"Flavorchem Corporation"	" 271 Calle Pintoresco"	"San Clemente"	"California"	92672.00	"Baron  Zachary"	"General Manager"	"949-369-7900"	"29"	"bzachary@flavorchem.com"	"Private Business"		" "		"California"		" "																					"N"	"Segunda Deshecha Canada Channel"	"Baron Zachary"	"General Manager"	"13-AUG-15 03.51.59.646000 PM"	"2087-Flavoring Extracts and Flavoring Syrups NEC"			8/14/2017 12:48:38
469413.00	"Industrial"	"9 30I026612"	5/20/2016 0:00:00	5/23/2016 0:00:00		"Active"	5/23/2016 0:00:00	9.00	30.00	"Plant 3A Water Reclamation Plant"	4.00	"Acres"	" 26801 Camino Capistrano"	"Laguna Niguel"	"California"	92690.00	"Orange"	"Ron Johnson"	"Chief Plant Operator"	"949-459-6501"		"ronj@smwd.com"	"Santa Margarita Water District"	" PO Box 7005"	"Mission Viejo"	"California"	92690.00	"Ron Johnson"	"Chief Plant Operator"	"949-581-4872"		"ronj@smwd.com"	"Other"		" "		"California"		" "			"949-283-8716"																		"Y"	"La Paz Creek"	"Ron Johnson"	"Wastewater Treatment Plant Supervisor"	"20-MAY-16 04.13.18.081000 PM"	"4952-Sewerage Systems"			8/14/2017 12:48:38
480775.00	"Industrial"	"9 30I027037"	1/17/2017 0:00:00	2/8/2017 0:00:00		"Active"	2/8/2017 0:00:00	9.00	30.00	"El Toro Water District"	5.40	"Acres"	" 24251 Los Alisos Blvd"	"Lake Forest"	"California"	92654.00	"Orange"	"Nadia Reesman"		"949-837-7050"	"248"	"nadiar@etwd.com"	"El Toro Water District"	" PO Box 4000"	"Laguna Hills"	"California"	92654.00	"Nadia Reesman"		"949-837-7050"	"248"	"nadiar@etwd.com"	"Special District"		" "		"California"		" "			"949-290-4243"																		"N"	"Aliso Creek"	"Dennis Cafferty"	"Director of Operations and Engineering"	"17-JAN-17 09.37.20.836000 AM"	"4952-Sewerage Systems"			8/14/2017 12:48:38
486515.00	"Industrial"	"9 30I027184"	5/17/2017 0:00:00	5/24/2017 0:00:00		"Active"	5/24/2017 0:00:00	9.00	30.00	"Janus International Group LLC"	25000.00	"SqFt"	" 2535 W La Palma Avenue"	"Anaheim"	"California"	92801.00	"Orange"	"Scott Sannes"	"CFO"	"770-562-2850"		"scott.sannes@janusintl.com"	"Janus International Group LLC"	" 2535 W La Palma Avenue"	"Anaheim"	"California"	92801.00	"Scott Sannes"	"CFO"	"770-562-2850"		"scott.sannes@janusintl.com"	"Private Business"		" "		"California"		" "																					"N"	"Anaheim Municipal Storm Drain System"	"Scott Sannes"	"CFO"	"17-MAY-17 01.27.10.896000 PM"	"3442-Metal Doors, Sash, Frames, Molding, and Trim Manufacturing"			8/14/2017 12:48:38
459012.00	"Industrial"	"9 30NEC000165"	7/22/2015 0:00:00	7/27/2015 0:00:00		"Active"	7/27/2015 0:00:00	9.00	30.00	"Virtium Technology Inc"	20000.00	"SqFt"	" 30052 Tomas"	"Rancho Santa Margarita"	"California"	92688.00	"Orange"	"Lukito Tardia"	"Quality Manager"	"949-888-2444"	"199"	"lukito.tardia@virtium.com"	"Virtium Technology Inc"	" 30052 Tomas"	"Rancho Santa Margarita"	"California"	92688.00	"Lukito Tardia"	"Quality Manager"	"949-888-2444"	"199"	"lukito.tardia@virtium.com"	"Private Business"		" "		"California"		" "																							"lukito tardia"	"Quality Manager"	"22-SEP-16 04.01.20.272000 PM"	"3674-Semiconductors and Related Devices"			8/14/2017 12:48:38
458669.00	"Industrial"	"9 30NEC000569"	9/9/2015 0:00:00	9/9/2015 0:00:00		"Active"	9/9/2015 0:00:00	9.00	30.00	"Applied Medical Resources"	9.33	"Acres"	" 22822 Avenida Empresa"	"Rancho Santa Margarita"	"California"	92688.00	"Orange"	"Zoran Falkenstein"		"949-713-8462"		"zfalkenstein@appliedmedical.com"	"Applied Medical Resources"	" 22872 Avenida Empresa"	"Rancho Santa Margarita"	"California"	92688.00	"Zoran Falkenstein"		"949-713-8462"		"zfalkenstein@appliedmedical.com"	"Private Business"		" "		"California"		" "																					"N"	"Tijeras Creek"	"Zoran Falkenstein"	"General Manager Technologies"	"16-SEP-16 10.20.25.163000 AM"	"3841-Surgical and Medical Instruments and Apparatus"			8/14/2017 12:48:38
214857.00	"Industrial"	"9 30NEC000595"	9/11/2015 0:00:00	4/7/1992 0:00:00		"Active"	9/11/2015 0:00:00	9.00	30.00	"USPS Mission Viejo Vmf"	2142.00	"SqFt"	" 28081 Marguerite Pkwy"	"Mission Viejo"	"California"	92690.00	"Orange"	"David  Jamaica"	"Manager, VMF"	"949-364-5705"		"David.Jamaica@usps.gov"	"US Postal Service"	" 6771 Warner Ave"	"Huntington Beach"	"California"	92647.00	"Tracy Powers"	"Manager, Vehicle Operations"	"909-450-4370"		"Tracy.B.Powers@usps.gov"	"Federal Agency"		" "		"California"		" "			"949-324-9281"																		"N"	"Oso Creek Channel"	"David Jamaica"	"Manager Vehicle Maintenance Facility"	"09-SEP-16 02.44.55.401000 PM"	"4311-United States Postal Service"			8/14/2017 12:48:38
458404.00	"Industrial"	"9 30NEC000675"	8/5/2015 0:00:00	9/21/2015 0:00:00		"Active"	9/21/2015 0:00:00	9.00	30.00	"Applied Medical Resources"	5.65	"Acres"	" 22982 Arroyo Vista"	"Rancho Santa Margarita"	"California"	92688.00	"Orange"	"Zoran Falkenstein"		"949-713-8462"		"zfalkenstein@appliedmedical.com"	"Applied Medical Resources"	" 22872 Avenida Empresa"	"Rancho Santa Margarita"	"California"	92688.00	"Zoran Falkenstein"		"949-713-8462"		"zfalkenstein@appliedmedical.com"	"Private Business"		" "		"California"		" "																					"N"	"Tijeras Creek"	"Zoran Falkenstein"	"General Manager Technologies"	"16-SEP-16 10.11.16.968000 AM"	"3841-Surgical and Medical Instruments and Apparatus"			8/14/2017 12:48:37
458380.00	"Industrial"	"9 30NEC000676"	8/5/2015 0:00:00	9/21/2015 0:00:00		"Active"	9/21/2015 0:00:00	9.00	30.00	"Applied Medical Resources"	11.00	"Acres"	" 30200 Avenida De Las Banderas"	"Rancho Santa Margarita"	"California"	92688.00	"Orange"	"Zoran Falkenstein"		"949-713-8462"		"zfalkenstein@appliedmedical.com"	"Applied Medical Resources"	" 22872 Avenida Empresa"	"Rancho Santa Margarita"	"California"	92688.00	"Zoran Falkenstein"		"949-713-8462"		"zfalkenstein@appliedmedical.com"	"Private Business"		" "		"California"		" "																					"N"	"Tijeras Creek"	"Zoran Falkenstein"	"General Manager Technologies"	"16-SEP-16 10.09.21.873000 AM"	"3841-Surgical and Medical Instruments and Apparatus"			8/14/2017 12:48:38
458405.00	"Industrial"	"9 30NEC000682"	9/14/2015 0:00:00	9/22/2015 0:00:00		"Active"	9/22/2015 0:00:00	9.00	30.00	"Applied Medical Resources"	2.30	"Acres"	" 22432 Empresa"	"Rancho Santa Margarita"	"California"	92688.00	"Orange"	"Zoran Falkenstein"		"949-713-8462"		"zfalkenstein@appliedmedical.com"	"Applied Medical Resources"	" 22872 Avenida Empresa"	"Rancho Santa Margarita"	"California"	92688.00	"Zoran Falkenstein"		"949-713-8462"		"zfalkenstein@appliedmedical.com"	"Private Business"		" "		"California"		" "																					"N"	"Tijeras Creek"	"Zoran Falkenstein"	"General Manager Technologies"	"16-SEP-16 10.12.33.232000 AM"	"3841-Surgical and Medical Instruments and Apparatus"			8/14/2017 12:48:38
458409.00	"Industrial"	"9 30NEC000683"	9/14/2015 0:00:00	9/22/2015 0:00:00		"Active"	9/22/2015 0:00:00	9.00	30.00	"Applied Medical Resources"	2.98	"Acres"	" 30152 Aventura"	"Rancho Santa Margarita"	"California"	92688.00	"Orange"	"Zoran Falkenstein"		"949-713-8462"		"zfalkenstein@appliedmedical.com"	"Applied Medical Resources"	" 22872 Avenida Empresa"	"Rancho Santa Margarita"	"California"	92688.00	"Zoran Falkenstein"		"949-713-8462"		"zfalkenstein@appliedmedical.com"	"Private Business"		" "		"California"		" "																					"N"	"Tijeras Creek"	"Zoran Falkenstein"	"General Manager Technologies"	"16-SEP-16 10.13.44.365000 AM"	"3841-Surgical and Medical Instruments and Apparatus"			8/14/2017 12:48:38
464522.00	"Industrial"	"9 30NEC000933"	9/29/2015 0:00:00	10/6/2015 0:00:00	7/10/2017 0:00:00	"Terminated"	7/10/2017 0:00:00	9.00	30.00	"Cismontane Brewing Co"	3187.00	"SqFt"	" 29851 Aventura Suite D"	"Rancho Santa Margarita"	"California"	92688.00	"Orange"	"Ross Stewart"		"949-888-2739"		"cismontanebrewing@gmail.com"	"Seven Beverages Inc"	" 29851 Aventura "	"Rancho santa margarita"	"California"	92688.00	"Ross Stewart"		"949-888-2739"		"cismontanebrewing@gmail.com"	"Private Business"		" "		"California"		" "																							"Ross Stewart"	"Co Owner"	"23-AUG-16 05.48.12.035000 PM"	"2082-Malt Beverages"			8/14/2017 12:48:38
456538.00	"Industrial"	"9 30NEC001175"	10/13/2015 0:00:00	10/13/2015 0:00:00		"Active"	10/13/2015 0:00:00	9.00	30.00	"Astronic Incorperated"	388.60	"SqFt"	" 2 Orion "	"Aliso Viejo"	"California"	92656.00	"Orange"	"Garrett Smith"		"949-900-6060"		"Garrett@astronic-ems.com"	"Sang H Choi"	" 2 Orion"	"Aliso Viejo"	"California"	92656.00	"Garrett Smith"		"949-900-6060"		"Garrett@astronic-ems.com"	"Private Business"		" "		"California"		" "																					"N"	"Multon Niguel Water District"	"Sang Choi"	"President"	"25-JUL-17 07.28.30.485000 AM"	"3999-Manufacturing Industries, NEC"			8/14/2017 12:48:37
465896.00	"Industrial"	"9 30NEC001396"	10/21/2015 0:00:00	10/28/2015 0:00:00		"Active"	10/28/2015 0:00:00	9.00	30.00	"Left Coast Brewing Company"	5000.00	"SqFt"	" 1245 Puerta Del Sol"	"San Clemente"	"California"	92673.00	"Orange"	"Tommy Hadjis"	"General Manager"	"949-276-6014"		"tommyhadjis@leftcoastbrewing.com"	"Left Coast Brewing Company"	" 1245 Puerta Del Sol"	"San Clemente"	"California"	92673.00	"Tommy  Hadjis"	"General Manager"	"949-276-6014"		"tommyhadjis@leftcoastbrewing.com"	"Private Business"		" "		"California"		" "			"949-584-3695"																				"Tommy Hadjis"	"General Manager"	"29-AUG-16 03.14.06.501000 PM"	"2082-Malt Beverages"			8/14/2017 12:48:38
458005.00	"Industrial"	"9 30NEC001687"	7/9/2015 0:00:00	12/11/2015 0:00:00		"Active"	12/11/2015 0:00:00	9.00	30.00	"SnowPure LLC"	8600.00	"SqFt"	" 130 Calle Iglesia"	"San Clemente"	"California"	92673.00	"Orange"	"Donald Mettler"		"949-240-2181"		"don.mettler@snowpure.com"	"SnowPure LLC"	" 130 Calle Iglesia"	"San Clemente"	"California"	92673.00	"Michael Snow"		"949-240-2181"		"michael.snow@snowpure.com"	"Private Business"		" "		"California"		" "			"760-801-0637"																				"Donald Mettler"	"Sr Manufacturing Engineer"	"20-SEP-16 09.33.27.848000 AM"	"3589-Service Industry Machinery, NEC"			8/14/2017 12:48:38
476778.00	"Industrial"	"9 30NEC002401"	8/11/2016 0:00:00	8/16/2016 0:00:00		"Active"	8/16/2016 0:00:00	9.00	30.00	"Bellante Wine Company Inc"	2925.00	"SqFt"	" 23854 Via Fabricante Unit D2"	"Mission Viejo"	"California"	92691.00	"Orange"	"Charles Bellante"	"President"	"714-318-7232"		"Chuck@BellanteFamilyWinery.com"	"Bellante Wine Company Inc"	" 23854 Via Fabricante Unit D2"	"Mission Viejo"	"California"	92691.00	"Charles Bellante"	"President"	"714-318-7232"		"Chuck@BellanteFamilyWinery.com"	"Private Business"		" "		"California"		" "			"714-318-7232"																				"Charles Bellante"	"President"	"11-AUG-16 05.13.22.319000 PM"	"2084-Wines, Brandy, and Brandy Spirits"			8/14/2017 12:48:37
464713.00	"Industrial"	"9 30NEC002558"	10/2/2015 0:00:00	9/28/2016 0:00:00		"Active"	9/28/2016 0:00:00	9.00	30.00	"Ace Tube Bending"	40000.00	"SqFt"	" 14 Journey"	"Aliso Viejo"	"California"	92656.00	"Orange"	"Bob Varela"		"949-362-2220"		"bob@acetubebending.com"	"Ace Tube Bending"	" 14 Journey"	"Aliso Viejo"	"California"	92656.00	"bob varela"		"949-362-2220"		"bob@acetubebending.com"	"Private Business"		" "		"California"		" "			"949-362-2220"																		"N"		"Ralph Varela"	"VP"	"02-OCT-15 11.05.13.433000 AM"	"3498-Fabricated Pipe and Pipe Fittings"			8/14/2017 12:48:38
481218.00	"Industrial"	"9 30NEC002940"	12/30/2016 0:00:00	1/26/2017 0:00:00		"Active"	1/26/2017 0:00:00	9.00	30.00	"Image Options"	4.09	"Acres"	" 80 Icon"	"Foothill Ranch"	"California"	92610.00	"Orange"	"Dave Brewer"	"CTO"	"949-586-7665"	"202"	"dbrewer@imageoptions.net"	"Image Options"	" 80 Icon"	"Foothill Ranch"	"California"	92610.00	"Dave Brewer"		"949-586-7665"		"dbrewer@imageoptions.net"	"Private Business"		" "		"California"		" "			"760-390-5319"																		"N"		"DAVID brewer"	"cto"	"30-DEC-16 01.57.12.099000 PM"	"2759-Commercial Printing, NEC"			8/14/2017 12:48:37
486616.00	"Industrial"	"9 30NEC003276"	5/19/2017 0:00:00	6/6/2017 0:00:00		"Active"	6/6/2017 0:00:00	9.00	30.00	"Esterline Palomar Products"	102000.00	"SqFt"	" 23042 Arroyo Vista"	"Rancho Santa Margarita"	"California"	92688.00	"Orange"	"Perri Baker"	"Director of Operations & Quality"	"949-766-5423"		"perri.baker@esterline.com"	"Esterline Palomar Products"	" 23042 Arroyo Vista"	"Rancho Santa Margarita"	"California"	92688.00	"Perri Baker"	"Director of Operations & Quality"	"949-766-5423"		"perri.baker@esterline.com"	"Private Business"		" "		"California"		" "																					"N"	"San Juan Creek"	"Perri Baker"	"Director of Operations and Quality"	"19-MAY-17 10.31.56.218000 AM"	"3669-Communications Equipment, NEC"			8/14/2017 12:48:37
486715.00	"Industrial"	"9 30NEC003374"	6/13/2017 0:00:00	7/7/2017 0:00:00		"Active"	7/7/2017 0:00:00	9.00	30.00	"Laguna Beach Beer Company"	5000.00	"SqFt"	" 29851 Aventura"	"Rancho Santa Margarita"	"California"	92688.00	"Orange"	"Michael Lombardo"	"President"	"949-226-3412"		"mike@lagunabeer.com"	"Laguna Beach Ales and Lagers"	" 301 Forest Ave"	"Laguna Beach"	"California"	92651.00	"Michael Lombardo"	"President"	"949-226-3412"		"mike@lagunabeer.com"	"Private Business"		" "		"California"		" "			"949-226-3412"																				"Michael Lombardo"	"President"	"13-JUN-17 02.47.33.984000 PM"	"2082-Malt Beverages"			8/14/2017 12:48:38
215803.00	"Industrial"	"9 33I000635"	5/9/2008 0:00:00	3/17/1992 0:00:00		"Active"	3/17/1992 0:00:00	9.00	33.00	"Anza Sanitary Landfill"	52.00	"Acres"	" 40329 Terwilliger Rd"	"Anza"	"California"	92306.00	"Riverside"	"Andy  Cortez"	"Engineering Project Manager"	"951-486-3200"		"acortez@co.riverside.ca.us"	"Riverside Cnty Waste Management Dept"	" 14310 Frederick St"	"Moreno Valley"	"California"	92553.00	"Andy Cortez"	"Engineering Project Manager"	"951-486-3200"		"acortez@co.riverside.ca.us"	"County Agency"		" "		"California"		" "			"951-486-3200"																		"N"	"Cahuilla Creek"	"Hans Kernkamp"	"General Manager  Chief Engineer"	"06-MAR-15 11.15.35.676000 AM"	"4953-Refuse Systems"			8/14/2017 12:48:38
215806.00	"Industrial"	"9 33I000856"	5/13/2008 0:00:00	3/23/1992 0:00:00		"Active"	5/13/2008 0:00:00	9.00	33.00	"Temecula Valley RWRF"	50.00	"Acres"	" 42565 Avenida Alvarado"	"Temecula"	"California"	92590.00	"Riverside"	"Clete Fracchiolla"	"Plant Manager"	"951-928-3777"	"7401"	"fracchic@emwd.org"	"Eastern Municipal Water District"	" PO Box 8300"	"Perris"	"California"	92570.00	"Jayne Joy"		"951-928-3777"		"joyj@emwd.org"	"Other"		" "		"California"		" "			"951-928-3777"	"6265"																	"Y"	"Murrieta Creek"	"Jayne Joy"	"Director, Environmental & Regulatory Compliance"	"27-JAN-15 04.01.03.583000 PM"	"4952-Sewerage Systems"			8/14/2017 12:48:38
215807.00	"Industrial"	"9 33I001906"	5/9/2008 0:00:00	3/31/1992 0:00:00		"Active"	3/31/1992 0:00:00	9.00	33.00	"Cemex Construction Materials Pacific LLC"	3.00	"Acres"	" 29065 Old Town Front St"	"Temecula"	"California"	92590.00	"Riverside"	"Trey Bassette"	"Environmental Manager"	"909-974-5434"		"holmes.bassette@cemex.com"	"Cemex Construction Materials Pacific LLC"	" 3990 Concours Ste 200"	"Ontario"	"California"	91764.00	"Trey Bassette"	"Environmental Manager"	"909-974-5434"		"holmes.bassette@cemex.com"	"Private Business"		" "		"California"		" "			"720-289-2938"																		"N"	"Murrieta Creek"	"Brian Mastin"	"VP OF OPERATIVE SUPPORT"	"31-AUG-15 08.56.15.804000 AM"	"3273-Ready-Mixed Concrete"			8/14/2017 12:48:37
290930.00	"Industrial"	"9 33I001913"	5/9/2008 0:00:00	3/31/1992 0:00:00		"Terminated"	3/31/1992 0:00:00	9.00	33.00	"C L Pharris Sand & Gravel Inc "	7.00	"Acres"	" 41751 Highway 79"	"Aguanga"	"California"	92536.00	"Riverside"	"James Leone"		"714-676-2340"			"CL Pharris Sand & Gravel"	" 3525 14th St"	"Riverside"	"California"	92501.00	"Steve Cortner"		"949-784-7900"			"Private Business"		" "		"California"		" "			"714-676-2340"																			"Groundwater"				"1442-Construction Sand and Gravel"	"3273-Ready-Mixed Concrete"		8/14/2017 12:48:38
215808.00	"Industrial"	"9 33I002620"	5/9/2008 0:00:00	4/1/1992 0:00:00		"Active"	4/1/1992 0:00:00	9.00	33.00	"Infineon Technologies Americas Corp"	33.00	"Acres"	" 41915 Business Park Dr"	"Temecula"	"California"	92590.00	"Riverside"	"Cameron Stoddard"	"EHS Engineer"	"951-375-3006"		"cameron.stoddard@infineon.com"	"Infineon Technologies Americas Corp"	" 41915 Business Park Drive"	"Temecula"	"California"	92590.00	"Cameron Stoddard"	"EHS Engineer"	"951-375-3006"		"cameron.stoddard@infineon.com"	"Private Business"		" "		"California"		" "			"951-375-3006"																		"N"	"Murrieta Creek"	"Alan Hudson"	"Director - Facilities&EHS"	"17-FEB-16 09.35.59.176000 AM"	"3674-Semiconductors and Related Devices"			8/14/2017 12:48:38
290947.00	"Industrial"	"9 33I002635"	5/9/2008 0:00:00	4/1/1992 0:00:00		"Terminated"	4/1/1992 0:00:00	9.00	33.00	"Santa Rosa Water Reclamation "	64.00	"Acres"	" 26266 Washington Ave"	"Murrieta"	"California"	92562.00	"Riverside"	"Mike Calvert"		"951-296-6900"			"Rancho California Water Dist"	" 42135 Winchester Rd"	"Temecula"	"California"	92590.00	"Mike Calvert"		"951-296-6900"			"Special District"		" "		"California"		" "			"951-296-6900"																			"Murrieta Creek"				"4952-Sewerage Systems"			8/14/2017 12:48:37
